Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2015 Population,,2020 Population
097308017,Licabang,Bgy,,,,R," 1,136 ",," 1,274 "
097308018,Lipawan,Bgy,,,,R, 682 ,, 694
097308019,Lower Landing,Bgy,,,,R," 2,218 ",," 2,258 "
097308020,Lower Timonan,Bgy,,,,R," 1,579 ",," 1,686 "
097308021,Macasing,Bgy,,,,R, 576 ,, 604
097308022,Mahayahay,Bgy,,,,R," 1,236 ",," 1,292 "
097308023,Malagalad,Bgy,,,,R, 412 ,, 420
097308024,Manlabay,Bgy,,,,R," 1,152 ",," 1,188 "
097308025,Maralag,Bgy,,,,R," 1,895 ",," 1,930 "
097308026,Marangan,Bgy,,,,R," 1,190 ",," 1,314 "
097308027,New Basak,Bgy,,,,R," 1,198 ",," 1,220 "
097308030,Bagong Kauswagan,Bgy,,,,R, 336 ,, 342
097308032,Saad,Bgy,,,,R, 944 ,, 961
097308033,Salvador,Bgy,,,,R," 1,523 ",," 1,559 "
097308034,San Pablo (Pob.),Bgy,,,,R," 2,239 ",," 2,392 "
097308035,San Pedro (Pob.),Bgy,,,,R," 4,241 ",," 4,350 "
097308037,San Vicente,Bgy,,,,R, 383 ,, 397
097308038,Senote,Bgy,,,,R, 742 ,, 756
097308039,Sinonok,Bgy,,,,R, 729 ,, 758
097308041,Sunop,Bgy,,,,R, 446 ,, 484
097308042,Tagun,Bgy,,,,R, 425 ,, 433
097308043,Tamurayan,Bgy,,,,R, 335 ,, 368
097308045,Upper Landing,Bgy,,,,R," 1,602 ",," 1,631 "
097308046,Upper Timonan,Bgy,,,,R," 1,254 ",," 1,272 "
097308047,Bagong Silang,Bgy,,,,R, 369 ,, 376
097308048,Dapiwak,Bgy,,,,R," 1,140 ",," 1,306 "
097308049,Labangon,Bgy,,,,R," 1,330 ",," 1,380 "
097308050,San Juan,Bgy,,,,R, 275 ,, 336
097308051,Canibongan,Bgy,,,,R, 585 ,, 626
097311000,Kumalarang,Mun,,,4th*,," 28,469 ",," 29,479 "
097311004,Bogayo,Bgy,,,,R," 1,341 ",," 1,370 "
097311005,Bolisong,Bgy,,,,R, 651 ,, 867
097311006,Bualan,Bgy,,,,R, 923 ,, 961
097311008,Boyugan East,Bgy,,,,R," 1,268 ",," 1,401 "
097311009,Boyugan West,Bgy,,,,R," 1,799 ",," 1,732 "
097311010,Diplo,Bgy,,,,R," 3,540 ",," 3,750 "
097311013,Gawil,Bgy,,,,R," 1,676 ",," 1,693 "
097311014,Gusom,Bgy,,,,R, 805 ,, 786
097311015,Kitaan Dagat,Bgy,,,,R, 372 ,, 488
097311017,Limamawan,Bgy,,,,R, 304 ,, 311
097311019,Mahayahay,Bgy,,,,R, 776 ,, 785
097311020,Pangi,Bgy,,,,R, 718 ,, 806
097311022,Poblacion,Bgy,,,,U," 7,086 ",," 7,211 "
097311023,Picanan,Bgy,,,,R," 3,886 ",," 3,675 "
097311024,Salagmanok,Bgy,,,,R, 803 ,, 851
097311026,Secade,Bgy,,,,R," 1,244 ",," 1,325 "
097311027,Suminalum,Bgy,,,,R, 923 ,," 1,059 "
097311029,Lantawan,Bgy,,,,R, 354 ,, 408
097312000,Labangan,Mun,,,3rd,," 41,790 ",," 44,262 "
097312001,Bagalupa,Bgy,,,,R," 1,058 ",," 1,098 "
097312003,Balimbingan,Bgy,West Luya,,,R," 1,809 ",," 1,913 "
097312005,Binayan,Bgy,,,,R, 978 ,," 1,020 "
097312006,Bokong,Bgy,,,,R," 1,653 ",," 1,735 "
097312007,Bulanit,Bgy,,,,R," 2,180 ",," 2,207 "
097312008,Cogonan,Bgy,,,,R," 1,790 ",," 1,926 "
097312009,Dalapang,Bgy,,,,R," 2,110 ",," 2,129 "
097312010,Dipaya,Bgy,,,,R," 1,121 ",," 1,137 "
097312011,Langapod,Bgy,,,,R," 1,880 ",," 1,759 "
097312012,Lantian,Bgy,,,,R," 2,260 ",," 2,365 "
097312013,Lower Campo Islam (Pob.),Bgy,,,,R," 1,417 ",," 1,488 "
097312014,Lower Pulacan,Bgy,,,,R," 1,683 ",," 2,046 "
097312015,New Labangan,Bgy,,,,R," 2,241 ",," 2,427 "
097312016,Noboran,Bgy,,,,R," 1,280 ",," 1,218 "
097312017,Old Labangan,Bgy,,,,R, 996 ,," 1,275 "
097312019,San Isidro,Bgy,,,,R," 1,587 ",," 1,748 "
097312020,Santa Cruz,Bgy,,,,R," 1,310 ",," 1,579 "
097312021,Tapodoc,Bgy,,,,R," 1,920 ",," 1,985 "
097312022,Tawagan Norte,Bgy,,,,R," 2,841 ",," 3,201 "
097312023,Upper Campo Islam (Pob.),Bgy,,,,R," 1,456 ",," 1,404 "
097312024,Upper Pulacan,Bgy,,,,U," 4,172 ",," 4,250 "
097312026,Combo,Bgy,,,,R, 880 ,, 903
097312027,Dimasangca,Bgy,,,,R, 849 ,," 1,055 "
097312028,Lower Sang-an,Bgy,,,,R, 953 ,, 941
097312029,Upper Sang-an,Bgy,,,,R," 1,366 ",," 1,453 "
097313000,Lapuyan,Mun,,,3rd,," 27,264 ",," 27,737 "
097313002,Bulawan,Bgy,,,,R," 1,555 ",," 1,619 "
097313003,Carpoc,Bgy,,,,R," 1,571 ",," 1,597 "
097313004,Danganan,Bgy,,,,R, 773 ,, 820
097313005,Dansal,Bgy,,,,R, 827 ,, 839
097313007,Dumara,Bgy,,,,R, 433 ,, 440
097313010,Linokmadalum,Bgy,,,,R, 862 ,, 876
097313011,Luanan,Bgy,,,,R, 430 ,, 498
097313012,Lubusan,Bgy,,,,R," 1,099 ",," 1,117 "
097313013,Mahalingeb,Bgy,,,,R, 454 ,, 462
097313014,Mandeg,Bgy,,,,R, 496 ,, 528
097313015,Maralag,Bgy,,,,R, 574 ,, 584
097313016,Maruing,Bgy,,,,R," 2,286 ",," 2,324 "
097313017,Molum,Bgy,,,,R, 996 ,," 1,116 "
097313018,Pampang,Bgy,,,,R," 1,179 ",," 1,199 "
097313019,Pantad,Bgy,,,,R, 387 ,, 409
097313020,Pingalay,Bgy,,,,R, 861 ,, 982
097313023,Salambuyan,Bgy,,,,R, 941 ,," 1,046 "
097313024,San Jose,Bgy,,,,R, 401 ,, 403
097313025,Sayog,Bgy,,,,R, 469 ,, 436
097313027,Tabon,Bgy,,,,R, 429 ,, 393
097313028,Talabob,Bgy,,,,R, 455 ,, 452
097313029,Tiguha,Bgy,,,,R," 2,061 ",," 1,799 "
097313030,Tininghalang,Bgy,,,,R, 906 ,, 923
097313031,Tipasan,Bgy,,,,R, 687 ,, 703
097313033,Tugaya,Bgy,,,,R, 404 ,, 411
097313034,Poblacion,Bgy,,,,U," 5,728 ",," 5,761 "
097315000,Mahayag,Mun,,,3rd*,," 46,516 ",," 48,258 "
097315001,Bag-ong Balamban,Bgy,,,,R," 1,609 ",," 1,664 "
097315002,Bag-ong Dalaguete,Bgy,,,,R, 480 ,, 403
097315003,Marabanan,Bgy,Balanan,,,R, 607 ,, 656
097315004,Boniao,Bgy,,,,R," 1,594 ",," 1,633 "
097315005,Delusom,Bgy,,,,R," 1,516 ",," 1,478 "
097315006,Diwan,Bgy,,,,R," 1,166 ",," 1,191 "
097315007,Guripan,Bgy,,,,R," 1,465 ",," 1,418 "
097315008,Kaangayan,Bgy,,,,R," 1,968 ",," 2,083 "
097315009,Kabuhi,Bgy,,,,R," 1,513 ",," 1,356 "
097315011,Lourmah,Bgy,Lower Mahayag,,,R," 1,831 ",," 1,797 "
097315012,Lower Salug Daku,Bgy,,,,R," 2,215 ",," 2,366 "
097315013,Lower Santo Ni�o,Bgy,,,,R," 1,451 ",," 1,404 "
097315014,Sicpao,Bgy,,,,R," 2,830 ",," 2,658 "
097315015,Malubo,Bgy,,,,R, 841 ,, 837
097315016,Manguiles,Bgy,,,,R," 1,409 ",," 1,441 "
097315017,Panagaan,Bgy,,,,R," 1,557 ",," 1,782 "
097315018,Paraiso,Bgy,,,,R, 916 ,, 871
097315019,Pedagan,Bgy,,,,R, 451 ,, 428
097315020,Poblacion,Bgy,Upper Mahayag,,,U," 6,908 ",," 7,839 "
097315021,Pugwan,Bgy,,,,R," 1,012 ",," 1,057 "
097315022,San Isidro,Bgy,,,,R," 3,134 ",," 3,627 "
097315023,San Jose,Bgy,,,,R," 2,458 ",," 2,231 "
097315024,San Vicente,Bgy,,,,R, 772 ,, 824
097315025,Santa Cruz,Bgy,,,,R," 1,168 ",," 1,248 "
097315027,Tuboran,Bgy,,,,R, 734 ,, 875
097315028,Tumapic,Bgy,,,,R," 1,198 ",," 1,202 "
097315029,Upper Salug Daku,Bgy,,,,R," 1,149 ",," 1,232 "
097315030,Upper Santo Ni�o,Bgy,,,,R," 2,090 ",," 2,117 "
097315032,Tulan,Bgy,,,,R, 474 ,, 540
097317000,Margosatubig,Mun,,,3rd,," 37,873 ",," 38,660 "
097317001,Balintawak,Bgy,,,,R, 831 ,, 834
097317003,Bularong,Bgy,,,,R," 1,039 ",," 1,043 "
097317005,Kalian,Bgy,,,,R," 2,734 ",," 3,098 "
097317008,Kolot,Bgy,,,,R, 484 ,, 486
097317010,Digon,Bgy,,,,R," 1,388 ",," 1,454 "
097317011,Guinimanan,Bgy,,,,R, 892 ,, 896
097317012,Igat Island,Bgy,,,,R," 1,927 ",," 2,110 "
097317014,Limamawan,Bgy,,,,R, 838 ,, 912
097317016,Limbatong,Bgy,,,,R," 1,559 ",," 1,720 "
097317018,Lumbog,Bgy,,,,R," 2,327 ",," 2,454 "
097317024,Poblacion,Bgy,,,,U," 14,981 ",," 15,860 "
097317025,Sagua,Bgy,,,,R, 701 ,, 829
097317027,Talanusa,Bgy,,,,R," 1,257 ",, 831
097317028,Tiguian,Bgy,,,,R," 2,555 ",," 2,565 "
097317029,Tulapok,Bgy,,,,R," 2,345 ",," 2,062 "
097317031,Magahis,Bgy,,,,R, 683 ,, 686
097317032,Josefina,Bgy,,,,R," 1,332 ",, 820
097318000,Midsalip,Mun,,,4th*,," 32,075 ",," 33,711 "
097318001,Bacahan,Bgy,,,,R, 916 ,," 1,195 "
097318003,Bibilop,Bgy,,,,R," 1,243 ",," 1,342 "
097318005,Buloron,Bgy,,,,R," 1,993 ",," 1,986 "
097318007,Canipay Norte,Bgy,,,,R," 1,053 ",," 1,100 "
097318008,Canipay Sur,Bgy,,,,R, 810 ,, 908
097318009,Cumaron,Bgy,,,,R," 1,179 ",," 1,322 "
097318011,Golictop,Bgy,,,,R, 815 ,, 873
097318012,Kahayagan,Bgy,,,,R, 290 ,, 342
097318016,Lumpunid,Bgy,,,,R," 1,510 ",," 1,595 "
097318017,Matalang,Bgy,,,,R," 1,367 ",," 1,352 "
097318018,New Katipunan,Bgy,,,,R, 826 ,, 782
097318019,New Unidos,Bgy,,,,R, 374 ,, 481
097318020,Palili,Bgy,,,,R," 1,105 ",," 1,254 "
097318021,Piwan,Bgy,,,,R, 531 ,, 502
097318022,Poblacion A,Bgy,,,,R," 1,755 ",," 1,923 "
097318023,Poblacion B,Bgy,,,,U," 2,351 ",," 2,587 "
097318024,Sigapod,Bgy,,,,R," 1,595 ",," 1,763 "
097318026,Timbaboy,Bgy,,,,R," 1,122 ",," 1,178 "
097318027,Tulbong,Bgy,,,,R, 467 ,, 513
097318028,Tuluan,Bgy,,,,R, 884 ,, 726
097318029,Pisompongan,Bgy,,,,R," 1,018 ",," 1,279 "
097318030,Cabaloran,Bgy,,,,R," 1,199 ",," 1,145 "
097318031,Dakayakan,Bgy,,,,R, 299 ,, 362
097318032,Duelic,Bgy,,,,R," 1,154 ",," 1,078 "
097318033,Dumalinao,Bgy,,,,R, 644 ,, 786
097318034,Ecuan,Bgy,,,,R, 436 ,, 432
097318035,Guinabot,Bgy,,,,R, 671 ,, 711
097318036,Guitalos,Bgy,,,,R, 485 ,, 679
097318038,Licuro-an,Bgy,,,,R, 474 ,, 509
097318039,Pawan,Bgy,,,,R, 615 ,, 558
097318040,Balonai,Bgy,,,,R," 1,509 ",," 1,115 "
097318041,Guma,Bgy,,,,R, 783 ,, 827
097318042,Pili,Bgy,,,,R, 602 ,, 506
097319000,Molave,Mun,,,1st,," 52,006 ",," 53,140 "
097319001,Alicia,Bgy,,,,R," 1,567 ",," 1,124 "
097319002,Ariosa,Bgy,,,,R," 1,143 ",, 906
097319003,Bagong Argao,Bgy,,,,R," 1,371 ",," 1,260 "
097319005,Bagong Gutlang,Bgy,,,,R, 790 ,, 812
097319006,Blancia,Bgy,,,,U," 2,728 ",," 2,843 "
097319007,Bogo Capalaran,Bgy,,,,R," 2,236 ",," 2,609 "
097319008,Dalaon,Bgy,,,,R," 2,051 ",," 2,018 "
097319009,Dipolo,Bgy,,,,R," 2,894 ",," 3,158 "
097319010,Dontulan,Bgy,,,,R, 581 ,, 645
097319012,Gonosan,Bgy,,,,R," 1,405 ",," 1,393 "
097319014,Culo,Bgy,,,,U," 6,071 ",," 7,651 "
097319015,Lower Dimorok,Bgy,,,,R, 964 ,, 835
097319016,Lower Dimalinao,Bgy,,,,R, 451 ,, 535
097319017,Mabuhay,Bgy,,,,R," 1,391 ",," 1,691 "
097319018,Madasigon (Pob.),Bgy,,,,U," 5,030 ",," 4,833 "
097319019,Makuguihon (Pob.),Bgy,,,,U," 4,283 ",," 4,121 "
097319020,Maloloy-on (Pob.),Bgy,,,,U," 4,569 ",," 4,617 "
097319021,Miligan,Bgy,,,,R," 2,319 ",," 2,196 "
097319024,Parasan,Bgy,,,,R," 1,303 ",," 1,368 "
097319025,Rizal,Bgy,,,,R," 1,742 ",," 1,592 "
097319026,Santo Rosario,Bgy,,,,R, 448 ,, 370
097319027,Silangit,Bgy,,,,R, 931 ,, 715
097319028,Simata,Bgy,,,,R," 1,506 ",," 1,537 "
097319029,Sudlon,Bgy,,,,R," 3,184 ",," 3,241 "
097319030,Upper Dimorok,Bgy,,,,R," 1,048 ",," 1,070 "
097322000,City of Pagadian (Capital),City,,CC,2nd,," 199,060 ",," 210,452 "
097322001,Alegria,Bgy,,,,R," 1,116 ",," 1,237 "
097322002,Balangasan (Pob.),Bgy,,,,U," 14,384 ",," 15,006 "
097322003,Balintawak,Bgy,,,,U," 2,617 ",," 3,005 "
097322004,Baloyboan,Bgy,,,,R, 921 ,," 1,167 "
097322005,Banale,Bgy,,,,U," 8,099 ",," 8,724 "
097322006,Bogo,Bgy,,,,R," 1,362 ",," 1,660 "
097322007,Bomba,Bgy,,,,R," 3,927 ",," 4,124 "
097322010,Buenavista,Bgy,,,,U," 6,589 ",," 9,217 "
097322011,Bulatok,Bgy,,,,R," 3,803 ",," 5,516 "
097322012,Bulawan,Bgy,,,,R," 1,192 ",," 1,237 "
097322013,Danlugan,Bgy,,,,R," 4,004 ",," 4,437 "
097322014,Dao,Bgy,,,,U," 5,818 ",," 6,479 "
097322015,Datagan,Bgy,,,,R," 1,456 ",," 1,542 "
097322016,Deborok,Bgy,,,,R," 1,249 ",, 998
097322017,Ditoray,Bgy,,,,R," 1,087 ",," 1,135 "
097322018,Gatas (Pob.),Bgy,,,,U," 2,245 ",," 2,259 "
097322019,Gubac,Bgy,,,,R," 1,135 ",," 1,047 "
097322020,Gubang,Bgy,,,,R," 1,839 ",," 1,932 "
097322021,Kagawasan,Bgy,,,,R," 2,422 ",," 3,024 "
097322022,Kahayagan,Bgy,,,,R," 1,495 ",," 1,569 "
097322023,Kalasan,Bgy,,,,R," 1,587 ",," 1,604 "
097322024,La Suerte,Bgy,,,,R," 1,176 ",, 838
097322025,Lala,Bgy,,,,R," 2,011 ",," 1,886 "
097322026,Lapidian,Bgy,,,,R," 1,636 ",," 1,602 "
097322027,Lenienza,Bgy,,,,R," 3,664 ",," 5,053 "
097322028,Lizon Valley,Bgy,,,,R," 3,002 ",," 2,862 "
097322029,Lourdes,Bgy,,,,R," 1,449 ",," 1,313 "
097322030,Lower Sibatang,Bgy,,,,R," 1,161 ",, 959
097322031,Lumad,Bgy,,,,R," 1,290 ",," 1,492 "
097322032,Macasing,Bgy,,,,R," 1,772 ",," 1,890 "
097322033,Manga,Bgy,,,,R," 2,962 ",," 4,351 "
097322034,Muricay,Bgy,,,,R," 3,172 ",," 3,367 "
097322035,Napolan,Bgy,,,,U," 8,128 ",," 9,031 "
097322036,Palpalan,Bgy,,,,R, 750 ,, 774
097322037,Pedulonan,Bgy,,,,R, 610 ,, 401
097322038,Poloyagan,Bgy,,,,R," 3,107 ",," 3,246 "
097322039,San Francisco (Pob.),Bgy,,,,U," 3,243 ",," 3,091 "
097322040,San Jose (Pob.),Bgy,,,,U," 7,443 ",," 7,991 "
097322041,San Pedro (Pob.),Bgy,,,,U," 7,717 ",," 8,110 "
097322042,Santa Lucia (Pob.),Bgy,,,,U," 8,553 ",," 5,859 "
097322043,Santiago (Pob.),Bgy,,,,U," 3,292 ",," 3,125 "
097322044,Tawagan Sur,Bgy,,,,R," 2,377 ",," 2,529 "
097322045,Tiguma,Bgy,,,,U," 12,401 ",," 12,604 "
097322046,Tuburan (Pob.),Bgy,,,,U," 9,450 ",," 9,535 "
097322047,Tulawas,Bgy,,,,R," 1,260 ",," 1,321 "
097322048,Tulangan,Bgy,,,,R, 838 ,, 833
097322050,Upper Sibatang,Bgy,,,,R, 982 ,," 1,024 "
097322051,White Beach,Bgy,,,,R," 1,635 ",," 2,052 "
097322052,Kawit,Bgy,,,,U," 8,381 ",," 9,510 "
097322053,Lumbia,Bgy,,,,U," 4,988 ",," 4,226 "
097322054,Santa Maria,Bgy,,,,U," 5,158 ",," 4,553 "
097322055,Santo Ni�o,Bgy,,,,U," 8,470 ",," 8,611 "
097322056,Dampalan,Bgy,,,,R," 1,050 ",, 972
097322057,Dumagoc,Bgy,,,,U," 7,585 ",," 8,522 "
097323000,Ramon Magsaysay,Mun,Liargo,,4th*,," 26,606 ",," 27,280 "
097323001,Bagong Opon,Bgy,,,,R, 550 ,, 551
097323002,Bambong Daku,Bgy,,,,R, 649 ,, 715
097323003,Bambong Diut,Bgy,,,,R, 595 ,, 639
097323004,Bobongan,Bgy,,,,R," 1,284 ",," 1,302 "
097323005,Campo IV,Bgy,,,,R," 1,550 ",," 1,605 "
097323006,Campo V,Bgy,,,,R, 899 ,, 901
097323007,Caniangan,Bgy,,,,R, 731 ,, 808
097323008,Dipalusan,Bgy,,,,R, 629 ,, 646
097323009,Eastern Bobongan,Bgy,,,,R, 915 ,, 933
097323010,Esperanza,Bgy,,,,R," 2,039 ",," 2,110 "
097323011,Gapasan,Bgy,,,,R," 1,168 ",," 1,188 "
097323012,Katipunan,Bgy,,,,R," 1,543 ",," 1,596 "
097323013,Kauswagan,Bgy,,,,R, 453 ,, 460
097323014,Lower Sambulawan,Bgy,,,,R, 507 ,, 539
097323015,Mabini,Bgy,,,,R, 438 ,, 446
097323016,Magsaysay,Bgy,,,,R, 954 ,, 976
097323017,Malating,Bgy,,,,R, 694 ,, 704
097323018,Paradise,Bgy,,,,R," 1,079 ",," 1,090 "
097323019,Pasingkalan,Bgy,,,,R," 1,259 ",," 1,096 "
097323020,Poblacion,Bgy,,,,R," 2,873 ",," 3,114 "
097323023,San Fernando,Bgy,,,,R, 557 ,, 592
097323026,Santo Rosario,Bgy,,,,R, 631 ,, 661
097323027,Sapa Anding,Bgy,,,,R," 1,312 ",," 1,258 "
097323028,Sinaguing,Bgy,,,,R, 952 ,, 992
097323029,Switch,Bgy,,,,R," 1,283 ",," 1,334 "
097323030,Upper Laperian,Bgy,,,,R, 682 ,, 656
097323031,Wakat,Bgy,,,,R, 380 ,, 368
097324000,San Miguel,Mun,,,4th,," 19,205 ",," 19,838 "
097324002,Betinan,Bgy,,,,R," 1,562 ",," 1,734 "
097324003,Bulawan,Bgy,,,,R, 965 ,," 1,006 "
097324004,Calube,Bgy,,,,R, 707 ,, 721
097324005,Concepcion,Bgy,,,,R, 524 ,, 567
097324007,Dao-an,Bgy,,,,R," 1,617 ",," 1,634 "
097324008,Dumalian,Bgy,,,,R, 670 ,, 708
097324009,Fatima,Bgy,,,,R, 766 ,, 773
097324012,Langilan,Bgy,,,,R, 886 ,, 921
097324013,Lantawan,Bgy,,,,R, 875 ,, 893
097324014,Laperian,Bgy,,,,R, 492 ,, 513
097324015,Libuganan,Bgy,,,,R, 636 ,, 652
097324016,Limonan,Bgy,,,,R," 1,937 ",," 2,041 "
097324017,Mati,Bgy,,,,R," 1,677 ",," 1,705 "
097324018,Ocapan,Bgy,,,,R, 732 ,, 763
097324019,Poblacion,Bgy,,,,R," 2,769 ",," 2,970 "
097324020,San Isidro,Bgy,,,,R, 666 ,, 688
097324021,Sayog,Bgy,,,,R," 1,289 ",," 1,102 "
097324022,Tapian,Bgy,,,,R, 435 ,, 447
097325000,San Pablo,Mun,,,4th*,," 26,106 ",," 26,648 "
097325001,Bag-ong Misamis,Bgy,,,,R, 407 ,, 433
097325002,Bubual,Bgy,,,,R, 705 ,, 722
097325003,Buton,Bgy,,,,R, 223 ,, 266
097325004,Culasian,Bgy,,,,R," 1,379 ",," 1,067 "
097325005,Daplayan,Bgy,,,,R, 940 ,, 988
097325006,Kalilangan,Bgy,,,,R, 961 ,, 995
097325007,Kapamanok,Bgy,,,,R," 1,431 ",," 1,321 "
097325008,Kondum,Bgy,,,,R, 521 ,, 508
097325009,Lumbayao,Bgy,,,,R, 659 ,, 639
097325010,Mabuhay,Bgy,,,,R, 559 ,, 560
097325011,Marcos Village,Bgy,,,,R," 1,361 ",," 1,385 "
097325012,Miasin,Bgy,,,,R," 1,001 ",," 1,030 "
097325013,Molansong,Bgy,,,,R, 473 ,, 510
097325014,Pantad,Bgy,,,,R," 1,412 ",," 1,478 "
097325015,Pao,Bgy,,,,R, 725 ,, 758
097325016,Payag,Bgy,,,,R," 1,148 ",," 1,190 "
097325017,Poblacion,Bgy,San Pablo,,,R," 3,734 ",," 3,770 "
097325018,Pongapong,Bgy,,,,R, 855 ,, 994
097325020,Sagasan,Bgy,,,,R," 1,024 ",," 1,094 "
097325021,Sacbulan,Bgy,,,,R, 844 ,, 925
097325022,Senior,Bgy,,,,R, 417 ,, 375
097325023,Songgoy,Bgy,,,,R, 794 ,, 830
097325024,Tandubuay,Bgy,,,,R," 1,554 ",," 1,668 "
097325025,Ticala Island,Bgy,,,,R, 531 ,, 503
097325026,Taniapan,Bgy,,,,R," 1,191 ",," 1,312 "
097325027,Tubo-pait,Bgy,,,,R, 415 ,, 436
097325028,Villakapa,Bgy,,,,R, 485 ,, 488
097325029,San Juan,Bgy,,,,R, 357 ,, 403
097327000,Tabina,Mun,,,4th,," 25,061 ",," 25,734 "
097327001,Abong-abong,Bgy,,,,R," 2,136 ",," 2,148 "
097327002,Baganian,Bgy,,,,R," 3,121 ",," 3,143 "
097327003,Baya-baya,Bgy,,,,R," 1,190 ",," 1,219 "
097327004,Capisan,Bgy,,,,R, 744 ,, 785
097327005,Concepcion,Bgy,,,,R," 1,185 ",," 1,202 "
097327006,Culabay,Bgy,,,,R," 1,899 ",," 1,933 "
097327008,Lumbia,Bgy,,,,R, 769 ,, 775
097327009,Mabuhay,Bgy,,,,R," 1,878 ",," 1,899 "
097327010,Malim,Bgy,,,,R," 2,820 ",," 2,840 "
097327011,Manikaan,Bgy,,,,R, 987 ,, 996
097327012,New Oroquieta,Bgy,,,,R, 718 ,, 725
097327013,Poblacion,Bgy,,,,U," 5,392 ",," 5,786 "
097327014,San Francisco,Bgy,,,,R, 720 ,, 756
097327015,Tultolan,Bgy,,,,R, 673 ,, 686
097327016,Do�a Josefina,Bgy,,,,R, 829 ,, 841
097328000,Tambulig,Mun,,,4th*,," 36,160 ",," 37,480 "
097328001,Alang-alang,Bgy,,,,R," 1,266 ",," 1,206 "
097328002,Bag-ong Kauswagan,Bgy,,,,R, 672 ,, 711
097328004,Bag-ong Tabogon,Bgy,,,,R, 449 ,, 469
097328005,Balugo,Bgy,,,,R," 1,378 ",," 1,424 "
097328006,Fabian,Bgy,Balucot,,,R," 1,341 ",," 1,509 "
097328007,Cabgan,Bgy,,,,R," 1,884 ",," 1,659 "
097328008,Calolot,Bgy,,,,R," 1,624 ",," 1,640 "
097328010,Dimalinao,Bgy,,,,R, 403 ,, 447
097328012,Gabunon,Bgy,,,,R," 1,875 ",," 2,121 "
097328013,Happy Valley (Pob.),Bgy,,,,R," 2,372 ",," 2,151 "
097328015,Libato,Bgy,,,,R, 712 ,, 715
097328016,Limamawan,Bgy,,,,R, 710 ,, 773
097328019,Lower Liasan,Bgy,,,,R, 406 ,, 387
097328020,Lower Lodiong (Pob.),Bgy,,,,R," 1,841 ",," 2,045 "
097328021,Lower Tiparak,Bgy,,,,R," 1,807 ",," 1,850 "
097328022,Lower Usogan,Bgy,,,,R, 814 ,, 932
097328024,Maya-maya,Bgy,,,,R, 331 ,, 300
097328027,New Village (Pob.),Bgy,,,,R," 1,920 ",," 1,982 "
097328029,Pelocoban,Bgy,,,,R, 603 ,, 644
097328030,Riverside (Pob.),Bgy,,,,R," 1,839 ",," 1,898 "
097328031,Sagrada Familia,Bgy,,,,R, 896 ,, 924
097328032,San Jose,Bgy,,,,R, 641 ,, 640
097328034,Sumalig,Bgy,,,,R," 2,767 ",," 2,905 "
097328036,Tuluan,Bgy,,,,R, 957 ,," 1,031 "
097328037,Tungawan,Bgy,,,,R," 1,828 ",," 1,848 "
097328039,Upper Liason,Bgy,,,,R, 395 ,, 414
097328040,Upper Lodiong,Bgy,,,,R, 335 ,, 372
097328041,Upper Tiparak,Bgy,,,,R," 1,691 ",," 1,756 "
097328042,Angeles,Bgy,,,,R, 753 ,, 854
097328043,Kapalaran,Bgy,,,,R, 996 ,," 1,075 "
097328044,San Vicente,Bgy,,,,R, 654 ,, 798
097330000,Tukuran,Mun,,,4th*,," 39,820 ",," 42,429 "
097330001,Alindahaw,Bgy,,,,R," 1,864 ",," 2,211 "
097330002,Baclay,Bgy,,,,R," 1,534 ",," 1,501 "
097330005,Balimbingan,Bgy,,,,R, 282 ,, 299
097330006,Buenasuerte,Bgy,,,,R, 778 ,, 819
097330007,Camanga,Bgy,,,,R," 2,109 ",," 2,469 "
097330008,Curvada,Bgy,,,,R," 1,817 ",," 2,091 "
097330009,Laperian,Bgy,,,,R," 1,716 ",," 1,888 "
097330010,Libertad,Bgy,,,,R, 678 ,, 597
097330011,Lower Bayao,Bgy,,,,R, 824 ,, 872
097330012,Luy-a,Bgy,,,,R, 731 ,, 745
097330013,Manilan,Bgy,,,,R, 524 ,, 655
097330014,Manlayag,Bgy,,,,R, 749 ,, 913
097330015,Militar,Bgy,,,,R," 2,019 ",," 2,328 "
097330016,Navalan,Bgy,,,,R," 2,224 ",," 2,513 "
097330019,Panduma Senior,Bgy,,,,R," 2,974 ",," 2,995 "
097330020,Sambulawan,Bgy,,,,R," 1,298 ",," 1,378 "
097330021,San Antonio,Bgy,,,,R, 486 ,, 545
097330022,San Carlos (Pob.),Bgy,,,,U," 2,901 ",," 3,063 "
097330023,Santo Ni�o (Pob.),Bgy,,,,U," 7,991 ",," 7,731 "
097330024,Santo Rosario,Bgy,,,,R, 358 ,, 265
097330025,Sugod,Bgy,,,,R," 1,276 ",," 1,484 "
097330026,Tabuan,Bgy,,,,R," 1,670 ",," 1,808 "
097330027,Tagulo,Bgy,,,,R, 932 ,, 969
097330028,Tinotungan,Bgy,,,,R," 1,139 ",," 1,251 "
097330029,Upper Bayao,Bgy,,,,R, 946 ,," 1,039 "
097332000,City of Zamboanga,City,,HUC,1st,," 861,799 ",," 977,234 "
097332001,Arena Blanco,Bgy,,,,U," 12,589 ",," 13,671 "
097332002,Ayala,Bgy,,,,U," 22,547 ",," 26,658 "
097332004,Baliwasan,Bgy,,,,U," 25,042 ",," 17,932 "
097332005,Baluno,Bgy,,,,U," 3,155 ",," 3,865 "
